,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales
1615475,20/01/2020,Vente,"247000,00",12.0,RUE,1350,DU CADRAN ST PIERRE,51100.0,REIMS,51,454,IL,265,2,2.0,Appartement,80.0,4.0
1615476,10/01/2020,Vente,"194000,00",2.0,RUE,6807,PAUL HATTAT NEUV,51100.0,REIMS,51,454,KK,58,0,1.0,Maison,76.0,3.0
1615478,03/01/2020,Vente,"280000,00",6.0,RUE,1710,DE CHAMPIGNY,51100.0,REIMS,51,454,AR,291,0,2.0,Appartement,17.0,1.0
1615479,03/01/2020,Vente,"280000,00",6.0,RUE,1710,DE CHAMPIGNY,51100.0,REIMS,51,454,AR,291,0,2.0,Appartement,17.0,1.0
1615481,03/01/2020,Vente,"280000,00",6.0,RUE,1710,DE CHAMPIGNY,51100.0,REIMS,51,454,AR,291,0,2.0,Appartement,21.0,1.0
1615482,03/01/2020,Vente,"280000,00",6.0,RUE,1710,DE CHAMPIGNY,51100.0,REIMS,51,454,AR,291,0,2.0,Appartement,21.0,1.0
1615483,03/01/2020,Vente,"280000,00",6.0,RUE,1710,DE CHAMPIGNY,51100.0,REIMS,51,454,AR,291,0,2.0,Appartement,34.0,1.0
1615485,09/01/2020,Vente,"68700,00",59.0,BD,7550,ROBESPIERRE,51100.0,REIMS,51,454,AY,282,1,2.0,Appartement,30.0,2.0
1615487,08/01/2020,Vente,"180000,00",10.0,RUE,8950,DE VENISE,51100.0,REIMS,51,454,IK,1335,1,2.0,Appartement,96.0,4.0
1615491,20/01/2020,Vente,"105000,00",23.0,RUE,4620,HOUZEAU MUIRON,51100.0,REIMS,51,454,CW,516,1,2.0,Appartement,29.0,1.0
1615493,13/01/2020,Vente,"122000,00",3.0,RUE,8510,DE TAMBOUR,51100.0,REIMS,51,454,BE,278,2,2.0,Appartement,32.0,2.0
1615494,10/01/2020,Vente,"262296,00",8.0,RUE,3060,DE DUNKERQUE,51100.0,REIMS,51,454,DR,99,0,1.0,Maison,102.0,5.0
1615495,07/01/2020,Vente,"137900,00",43.0,RUE,1830,CHARLIER,51100.0,REIMS,51,454,BI,265,1,2.0,Appartement,75.0,3.0
1615519,03/01/2020,Vente,"195000,00",16.0,RUE,1920,DE CHEVIGNE,51100.0,REIMS,51,454,CW,608,1,2.0,Appartement,140.0,4.0
1615524,06/01/2020,Vente,"269200,00",56.0,RUE,1360,CAMILLE LENOIR,51100.0,REIMS,51,454,BH,553,2,2.0,Appartement,78.0,3.0
1615551,10/01/2020,Vente,"850000,00",193.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,HZ,1,0,2.0,Appartement,55.0,3.0
1615552,10/01/2020,Vente,"850000,00",193.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,HZ,1,0,2.0,Appartement,38.0,2.0
1615553,10/01/2020,Vente,"850000,00",193.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,HZ,1,0,2.0,Appartement,43.0,2.0
1615554,10/01/2020,Vente,"850000,00",193.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,HZ,1,0,2.0,Appartement,34.0,2.0
1615555,10/01/2020,Vente,"850000,00",193.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,HZ,1,0,2.0,Appartement,38.0,2.0
1615556,10/01/2020,Vente,"850000,00",193.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,HZ,1,0,2.0,Appartement,43.0,2.0
1615557,10/01/2020,Vente,"850000,00",193.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,HZ,1,0,2.0,Appartement,30.0,2.0
1615560,10/01/2020,Vente,"850000,00",193.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,HZ,1,0,2.0,Appartement,43.0,2.0
1615561,10/01/2020,Vente,"850000,00",193.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,HZ,1,0,2.0,Appartement,38.0,2.0
1615566,17/01/2020,Vente,"127000,00",6.0,COUR,2660,DAUPHINOT,51100.0,REIMS,51,454,BH,202,1,2.0,Appartement,59.0,3.0
1615567,22/01/2020,Vente,"130000,00",51.0,RUE,0600,DU BARBATRE,51100.0,REIMS,51,454,CY,200,2,2.0,Appartement,78.0,3.0
1615580,15/01/2020,Vente,"182000,00",20.0,RUE,4345,DE LA HACHETTE,51100.0,REIMS,51,454,KI,79,0,1.0,Maison,120.0,6.0
1615581,13/01/2020,Vente,"183658,00",3.0,RUE,4720,D ITALIE,51100.0,REIMS,51,454,BK,148,0,1.0,Maison,64.0,3.0
1615583,09/01/2020,Vente,"172755,00",87.0,AV,3455,DE L EUROPE,51100.0,REIMS,51,454,CE,104,0,1.0,Maison,77.0,4.0
1615590,03/01/2020,Vente,"52500,00",34.0,RUE,0630,DU BASTION,51100.0,REIMS,51,454,CW,277,1,2.0,Appartement,25.0,2.0
1615597,09/01/2020,Vente,"170000,00",4.0,CHE,1780,DES CHARBONNIERS,51100.0,REIMS,51,454,DT,798,1,2.0,Appartement,80.0,4.0
1615599,10/01/2020,Vente,"232400,00",33.0,RUE,4560,HINCMAR,51100.0,REIMS,51,454,IK,586,1,1.0,Maison,100.0,5.0
1615600,23/01/2020,Vente,"136000,00",18.0,RUE,1100,BOUDET,51100.0,REIMS,51,454,AX,678,0,1.0,Maison,61.0,4.0
1615616,22/01/2020,Vente,"103000,00",20.0,RUE,0410,DE L ARQUEBUSE,51100.0,REIMS,51,454,IM,328,2,2.0,Appartement,34.0,1.0
1615617,10/01/2020,Vente,"330000,00",57.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BH,208,2,2.0,Appartement,123.0,4.0
1615622,13/01/2020,Vente,"109000,00",3.0,BD,9070,VICTOR HUGO,51100.0,REIMS,51,454,CZ,607,2,2.0,Appartement,43.0,2.0
1615623,10/01/2020,Vente,"127000,00",41.0,RUE,1670,DU CHAMP DE MARS,51100.0,REIMS,51,454,BI,20,1,2.0,Appartement,20.0,1.0
1615624,10/01/2020,Vente,"127000,00",41.0,RUE,1670,DU CHAMP DE MARS,51100.0,REIMS,51,454,BI,20,1,2.0,Appartement,25.0,1.0
1615625,15/01/2020,Vente,"123200,00",32.0,RUE,6920,PETIT DELBOURG,51100.0,REIMS,51,454,CL,573,1,2.0,Appartement,60.0,3.0
1615626,15/01/2020,Vente,"123200,00",32.0,RUE,6920,PETIT DELBOURG,51100.0,REIMS,51,454,CL,573,1,2.0,Appartement,55.0,3.0
1615628,24/01/2020,Vente,"165000,00",10.0,RUE,2850,DE DIJON,51100.0,REIMS,51,454,DR,90,0,1.0,Maison,81.0,4.0
1615630,15/01/2020,Vente,"154000,00",63.0,RUE,1640,DU CHALET,51100.0,REIMS,51,454,BK,436,2,2.0,Appartement,109.0,5.0
1615631,15/01/2020,Vente,"206700,00",61.0,RUE,7730,DE SACY,51100.0,REIMS,51,454,DO,310,0,1.0,Maison,104.0,5.0
1615632,17/01/2020,Vente,"229550,00",39.0,RUE,1310,BUIRETTE,51100.0,REIMS,51,454,IM,211,2,2.0,Appartement,88.0,3.0
1615635,17/01/2020,Vente,"172000,00",8.0,RUE,8950,DE VENISE,51100.0,REIMS,51,454,IK,1335,1,2.0,Appartement,90.0,4.0
1615636,27/01/2020,Vente,"693900,00",24.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AV,363,0,1.0,Maison,160.0,7.0
1615637,16/01/2020,Vente,"70200,00",22.0,RUE,0950,BLAVIER,51100.0,REIMS,51,454,AX,827,1,2.0,Appartement,30.0,1.0
1615639,13/01/2020,Vente,"274070,00",197.0,RUE,6470,DE NEUFCHATEL,51100.0,REIMS,51,454,AH,621,0,1.0,Maison,155.0,5.0
1615641,16/01/2020,Vente,"174000,00",13.0,RUE,4120,GOIOT,51100.0,REIMS,51,454,CZ,607,2,2.0,Appartement,84.0,4.0
1615642,08/01/2020,Vente,"54500,00",192.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AX,847,1,2.0,Appartement,20.0,1.0
1615643,16/01/2020,Vente,"225000,00",12.0,RUE,9270,XAVIER DIZI,51100.0,REIMS,51,454,BK,368,0,1.0,Maison,122.0,4.0
1615647,20/01/2020,Vente,"247900,00",57.0,RUE,3300,DES EPARGES,51100.0,REIMS,51,454,CL,277,0,1.0,Maison,108.0,3.0
1615654,15/01/2020,Vente,"124100,00",7.0,ESP,7433,REMI PELLOT,51100.0,REIMS,51,454,AN,169,1,2.0,Appartement,72.0,3.0
1615656,08/01/2020,Vente,"184870,00",66.0,RUE,5302,LA PEROUSE,51100.0,REIMS,51,454,EV,223,0,1.0,Maison,98.0,6.0
1615657,17/01/2020,Vente,"294000,00",73.0,AV,6823,PAUL MARCHANDEAU,51100.0,REIMS,51,454,DO,26,0,1.0,Maison,121.0,6.0
1615659,02/01/2020,Vente,"280000,00",4.0,PL,7480,DE LA REPUBLIQUE,51100.0,REIMS,51,454,AT,120,2,2.0,Appartement,115.0,5.0
1615661,20/01/2020,Vente,"224750,00",19.0,RUE,3650,FOLLE PEINE,51100.0,REIMS,51,454,CY,737,2,2.0,Appartement,94.0,5.0
1615666,17/01/2020,Vente,"530000,00",72.0,BD,5680,LUNDY,51100.0,REIMS,51,454,BE,3,4,2.0,Appartement,179.0,7.0
1615667,16/01/2020,Vente,"220000,00",2.0,AV,3913,DU GENERAL DE GAULLE,51100.0,REIMS,51,454,HX,547,1,2.0,Appartement,100.0,5.0
1615670,24/01/2020,Vente,"244000,00",3.0,RUE,8290,16E ET 22E DRAGONS,51100.0,REIMS,51,454,CK,16,4,1.0,Maison,83.0,5.0
1615672,17/01/2020,Vente,"54000,00",14.0,RUE,5650,DE LOUVOIS,51100.0,REIMS,51,454,DV,672,1,2.0,Appartement,25.0,1.0
1615673,17/01/2020,Vente,"300000,00",6.0,BD,6690,DE LA PAIX,51100.0,REIMS,51,454,CX,94,2,2.0,Appartement,90.0,3.0
1615679,18/01/2020,Vente,"60500,00",67.0,RUE,3500,FAVART D HERBIGNY,51100.0,REIMS,51,454,CV,1134,1,2.0,Appartement,23.0,1.0
1615682,07/01/2020,Vente,"85000,00",43.0,RUE,7100,DES POISSONNIERS,51100.0,REIMS,51,454,IM,273,1,2.0,Appartement,34.0,2.0
1615683,10/01/2020,Vente,"103000,00",52.0,RUE,3280,EMILE ZOLA,51100.0,REIMS,51,454,AW,527,2,2.0,Appartement,87.0,4.0
1615688,16/01/2020,Vente,"78000,00",9.0,RUE,1056,DES BONS MALADES,51100.0,REIMS,51,454,IO,369,1,2.0,Appartement,24.0,2.0
1615689,10/01/2020,Vente,"92000,00",13.0,RUE,7017,PIERRE LAPLACE,51100.0,REIMS,51,454,AE,285,2,2.0,Appartement,74.0,4.0
1615698,16/01/2020,Vente,"58000,00",48.0,RUE,5920,M CLEMENCE FOURIAUX,51100.0,REIMS,51,454,AV,294,1,2.0,Appartement,24.0,1.0
1615700,10/01/2020,Vente en l'état futur d'achèvement,"134500,00",78.0,AV,1809,CHARLES FANDRE,51100.0,REIMS,51,454,CT,607,1,2.0,Appartement,50.0,2.0
1615701,30/01/2020,Vente,"389240,00",28.0,RUE,7280,PRESIDENT F ROOSEVELT,51100.0,REIMS,51,454,AT,76,0,1.0,Maison,150.0,7.0
1615704,09/01/2020,Vente,"440000,00",2.0,IMP,6140,MERFY,51100.0,REIMS,51,454,AO,419,0,2.0,Appartement,221.0,4.0
1615707,17/01/2020,Vente,"114000,00",39.0,AV,8030,ST POL,51100.0,REIMS,51,454,DM,629,2,2.0,Appartement,53.0,2.0
1615710,24/01/2020,Vente,"147000,00",11.0,RUE,5230,LABORI,51100.0,REIMS,51,454,CK,229,2,2.0,Appartement,77.0,4.0
1615711,15/01/2020,Vente,"460000,00",45.0,RUE,8620,THIERS,51100.0,REIMS,51,454,IL,378,6,2.0,Appartement,143.0,5.0
1615712,16/01/2020,Vente,"242000,00",16.0,RUE,8790,DE TRIANON,51100.0,REIMS,51,454,AT,147,1,2.0,Appartement,64.0,3.0
1615713,16/01/2020,Vente,"242000,00",16.0,RUE,8790,DE TRIANON,51100.0,REIMS,51,454,AT,147,1,2.0,Appartement,42.0,2.0
1615716,29/01/2020,Vente,"195000,00",3.0,RUE,7060,PIPER,51100.0,REIMS,51,454,CW,12,1,2.0,Appartement,66.0,3.0
1615720,06/01/2020,Vente,"422000,00",66.0,BD,4760,JAMIN,51100.0,REIMS,51,454,BI,309,0,1.0,Maison,81.0,4.0
1615721,17/01/2020,Vente,"140000,00",4.0,RUE,7530,RIVART PROPHETIE,51100.0,REIMS,51,454,AX,520,0,1.0,Maison,71.0,3.0
1615722,06/01/2020,Vente,"779000,00",14.0,RUE,0410,DE L ARQUEBUSE,51100.0,REIMS,51,454,IM,325,0,1.0,Maison,222.0,10.0
1615729,29/01/2020,Vente,"196060,00",61.0,RUE,1920,DE CHEVIGNE,51100.0,REIMS,51,454,CL,33,2,2.0,Appartement,95.0,5.0
1615735,30/01/2020,Vente,"78500,00",6.0,RUE,6270,MONTOISON,51100.0,REIMS,51,454,CX,163,2,2.0,Appartement,24.0,1.0
1615738,17/01/2020,Vente,"134800,00",29.0,RUE,3770,FRANCOIS DOR,51100.0,REIMS,51,454,HW,390,1,2.0,Appartement,44.0,2.0
1615742,29/01/2020,Vente,"61000,00",22.0,RUE,9090,VICTOR ROGELET,51100.0,REIMS,51,454,AW,194,1,2.0,Appartement,26.0,1.0
1615744,07/01/2020,Vente,"172900,00",8.0,RUE,0846,RUE BERTRAND DE VOGUE,51100.0,REIMS,51,454,DK,238,1,2.0,Appartement,95.0,4.0
1615748,17/01/2020,Vente,"72500,00",7.0,RUE,8260,SCULPTEURS JACQUES,51100.0,REIMS,51,454,HW,278,1,2.0,Appartement,55.0,3.0
1615750,23/01/2020,Vente,"195000,00",5.0,ALL,5075,JULES GUERIN NEUV,51100.0,REIMS,51,454,KK,494,0,1.0,Maison,83.0,4.0
1615754,13/01/2020,Vente,"253050,00",63.0,RUE,4150,GOSSET,51100.0,REIMS,51,454,BC,15,0,1.0,Maison,133.0,4.0
1615755,24/01/2020,Vente,"94000,00",46.0,RUE,4970,JEANNE D ARC,51100.0,REIMS,51,454,IM,19,1,2.0,Appartement,28.0,1.0
1615756,08/01/2020,Vente,"238000,00",62.0,RUE,3838,GALILEE,51100.0,REIMS,51,454,KS,1,1,1.0,Maison,103.0,6.0
1615759,30/01/2020,Vente,"246500,00",9.0,RUE,1818,CHARLES LAFITE,51100.0,REIMS,51,454,CN,87,0,1.0,Maison,149.0,6.0
1615763,30/01/2020,Vente,"246500,00",27.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IK,4,1,2.0,Appartement,46.0,3.0
1615766,14/01/2020,Vente,"430000,00",8.0,BD,5680,LUNDY,51100.0,REIMS,51,454,BH,309,2,2.0,Appartement,113.0,4.0
1615769,22/01/2020,Vente,"291500,00",285.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,568,0,2.0,Appartement,20.0,1.0
1615770,22/01/2020,Vente,"291500,00",285.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,568,0,2.0,Appartement,30.0,2.0
1615771,22/01/2020,Vente,"291500,00",285.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,568,0,2.0,Appartement,21.0,1.0
1615772,22/01/2020,Vente,"291500,00",285.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,568,0,2.0,Appartement,28.0,2.0
1615773,22/01/2020,Vente,"291500,00",285.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,568,0,2.0,Appartement,39.0,2.0
1615774,22/01/2020,Vente,"291500,00",285.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,568,0,2.0,Appartement,20.0,1.0
1615784,06/01/2020,Vente,"206600,00",104.0,RUE,7160,PONSARDIN,51100.0,REIMS,51,454,CY,176,1,2.0,Appartement,80.0,4.0
1615792,06/01/2020,Vente,"118000,00",19.0,RUE,0470,DES AUGUSTINS,51100.0,REIMS,51,454,CY,53,2,2.0,Appartement,60.0,3.0
1615793,23/01/2020,Vente,"40000,00",382.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AM,628,1,2.0,Appartement,29.0,1.0
1615813,03/02/2020,Vente,"321500,00",8.0,RUE,8080,ST SYMPHORIEN,51100.0,REIMS,51,454,CX,222,4,2.0,Appartement,120.0,4.0
1615828,23/01/2020,Vente,"173000,00",34.0,RUE,5340,LECOINTRE,51100.0,REIMS,51,454,AV,102,0,1.0,Maison,55.0,2.0
1615830,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,12.0,1.0
1615832,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,30.0,1.0
1615833,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,16.0,1.0
1615834,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,16.0,1.0
1615835,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,12.0,1.0
1615836,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,16.0,1.0
1615837,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,25.0,1.0
1615838,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,16.0,1.0
1615839,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,12.0,1.0
1615840,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,16.0,1.0
1615841,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,16.0,1.0
1615842,30/01/2020,Vente,"665000,00",47.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,661,0,2.0,Appartement,12.0,1.0
1615843,16/01/2020,Vente,"770000,00",42.0,RUE,8500,DE TALLEYRAND,51100.0,REIMS,51,454,IL,312,0,1.0,Maison,240.0,8.0
1615853,23/01/2020,Vente,"154900,00",271.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,695,1,2.0,Appartement,65.0,3.0
1615855,17/01/2020,Vente,"107000,00",2.0,RUE,4425,HELENE NAUTRE,51100.0,REIMS,51,454,BT,580,2,2.0,Appartement,50.0,2.0
1615864,27/01/2020,Vente,"217500,00",1.0,RUE,1435,CARDINAL SUHARD,51100.0,REIMS,51,454,DM,637,1,2.0,Appartement,135.0,6.0
1615865,21/01/2020,Vente,"200000,00",10.0,RUE,3185,EDOUARD REDONT,51100.0,REIMS,51,454,IO,90,0,2.0,Appartement,20.0,1.0
1615866,21/01/2020,Vente,"200000,00",10.0,RUE,3185,EDOUARD REDONT,51100.0,REIMS,51,454,IO,90,0,2.0,Appartement,129.0,5.0
1615867,21/01/2020,Vente,"200000,00",10.0,RUE,3185,EDOUARD REDONT,51100.0,REIMS,51,454,IO,90,0,2.0,Appartement,129.0,5.0
1615868,21/01/2020,Vente,"200000,00",10.0,RUE,3185,EDOUARD REDONT,51100.0,REIMS,51,454,IO,90,0,2.0,Appartement,20.0,1.0
1615869,21/01/2020,Vente,"200000,00",10.0,RUE,3185,EDOUARD REDONT,51100.0,REIMS,51,454,IO,90,0,2.0,Appartement,36.0,1.0
1615870,21/01/2020,Vente,"200000,00",10.0,RUE,3185,EDOUARD REDONT,51100.0,REIMS,51,454,IO,90,0,2.0,Appartement,36.0,1.0
1615871,23/01/2020,Vente,"88000,00",45.0,RUE,0060,ALBERT THOMAS,51100.0,REIMS,51,454,DK,20,2,2.0,Appartement,52.0,2.0
1615872,16/01/2020,Vente,"56500,00",10.0,RUE,5270,LANDOUZY,51100.0,REIMS,51,454,AW,286,1,2.0,Appartement,40.0,2.0
1615874,09/01/2020,Vente,"129500,00",10.0,RUE,0846,RUE BERTRAND DE VOGUE,51100.0,REIMS,51,454,DK,238,1,2.0,Appartement,69.0,3.0
1615878,14/01/2020,Vente,"113000,00",78.0,AV,4010,GEORGES CLEMENCEAU,51100.0,REIMS,51,454,CL,690,1,2.0,Appartement,58.0,2.0
1615879,16/01/2020,Vente,"62000,00",10.0,RUE,5270,LANDOUZY,51100.0,REIMS,51,454,AW,286,1,2.0,Appartement,40.0,2.0
1615880,21/01/2020,Vente,"172000,00",2.0,RUE,4970,JEANNE D ARC,51100.0,REIMS,51,454,IM,126,4,2.0,Appartement,65.0,4.0
1615887,23/01/2020,Vente,"519000,00",35.0,RUE,4720,D ITALIE,51100.0,REIMS,51,454,BL,257,0,1.0,Maison,144.0,5.0
1615893,20/01/2020,Vente,"155000,00",39.0,RUE,3967,GENERAL PIERRE POUYADE,51100.0,REIMS,51,454,AY,558,0,1.0,Maison,79.0,4.0
1615903,22/01/2020,Vente,"550000,00",59.0,RUE,8640,DE THILLOIS,51100.0,REIMS,51,454,IM,172,0,1.0,Maison,106.0,4.0
1615904,21/01/2020,Vente,"145000,00",51.0,BD,2930,DOCTEUR HENRI HENROT,51100.0,REIMS,51,454,DM,239,2,2.0,Appartement,98.0,5.0
1615905,20/01/2020,Vente,"230000,00",5.0,RUE,3575,DES FLANELLES,51100.0,REIMS,51,454,CT,493,0,1.0,Maison,113.0,4.0
1615917,23/01/2020,Vente,"71000,00",48.0,RUE,5920,M CLEMENCE FOURIAUX,51100.0,REIMS,51,454,AV,294,1,2.0,Appartement,40.0,1.0
1615918,10/01/2020,Vente,"120000,00",1.0,BD,9070,VICTOR HUGO,51100.0,REIMS,51,454,CZ,450,2,2.0,Appartement,65.0,4.0
1615936,14/01/2020,Vente,"107000,00",21.0,RUE,8500,DE TALLEYRAND,51100.0,REIMS,51,454,IL,230,1,2.0,Appartement,29.0,1.0
1615937,21/01/2020,Vente,"135100,00",172.0,RUE,8090,SAINT THIERRY,51100.0,REIMS,51,454,AD,462,1,2.0,Appartement,48.0,3.0
1615941,20/01/2020,Vente,"451200,00",25.0,RUE,3210,DES ELUS,51100.0,REIMS,51,454,IL,117,1,2.0,Appartement,92.0,4.0
1615943,22/01/2020,Vente,"361000,00",62.0,RUE,1390,DES CAPUCINS,51100.0,REIMS,51,454,IK,437,0,1.0,Maison,105.0,7.0
1615948,31/01/2020,Vente,"405000,00",6.0,PL,5390,LEON BOURGEOIS,51100.0,REIMS,51,454,BE,204,1,2.0,Appartement,106.0,4.0
1615950,21/01/2020,Vente,"93000,00",48.0,RUE,1670,DU CHAMP DE MARS,51100.0,REIMS,51,454,BH,1,1,2.0,Appartement,65.0,4.0
1615954,21/01/2020,Vente,"117000,00",3.0,RUE,4906,JEAN LE LOUP,51100.0,REIMS,51,454,IK,1348,1,2.0,Appartement,53.0,2.0
1615955,24/01/2020,Vente,"65400,00",87.0,BD,4550,HENRY VASNIER,51100.0,REIMS,51,454,CI,70,2,2.0,Appartement,28.0,1.0
1615958,20/01/2020,Vente,"74100,00",333.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AN,548,1,2.0,Appartement,64.0,2.0
1615963,28/01/2020,Vente,"99500,00",2.0,BD,4550,HENRY VASNIER,51100.0,REIMS,51,454,CZ,450,2,2.0,Appartement,56.0,3.0
1615968,22/01/2020,Vente,"95000,00",33.0,RUE,6010,MARTIN PELLER,51100.0,REIMS,51,454,HX,545,2,2.0,Appartement,45.0,2.0
1615977,31/01/2020,Vente,"332000,00",83.0,RUE,0740,BELIN,51100.0,REIMS,51,454,AY,328,0,1.0,Maison,118.0,6.0
1615978,03/02/2020,Vente,"98000,00",4.0,PAS,6039,MARX DORMOY NEUV,51100.0,REIMS,51,454,KA,52,0,1.0,Maison,37.0,1.0
1615979,08/01/2020,Vente,"118000,00",78.0,RUE,5350,LEDRU ROLLIN,51100.0,REIMS,51,454,DV,2,0,1.0,Maison,90.0,3.0
1615980,23/01/2020,Vente,"145000,00",23.0,RUE,2170,DU COLONEL FABIEN,51100.0,REIMS,51,454,HZ,89,1,2.0,Appartement,52.0,2.0
1615984,24/01/2020,Vente,"152000,00",10.0,RUE,5410,LEON HOURLIER,51100.0,REIMS,51,454,AW,519,1,2.0,Appartement,70.0,2.0
1615986,31/01/2020,Vente,"150250,00",63.0,RUE,2590,D ESTIENNE D ORVES,51100.0,REIMS,51,454,DV,410,1,2.0,Appartement,73.0,3.0
1615988,29/01/2020,Vente,"95000,00",14.0,RUE,9090,VICTOR ROGELET,51100.0,REIMS,51,454,AW,198,3,2.0,Appartement,37.0,2.0
1615989,22/01/2020,Vente,"230300,00",8.0,RUE,2810,DIDEROT,51100.0,REIMS,51,454,CX,242,1,2.0,Appartement,69.0,4.0
1615991,24/01/2020,Vente,"218821,00",29.0,RUE,7100,DES POISSONNIERS,51100.0,REIMS,51,454,IM,219,2,2.0,Appartement,64.0,2.0
1615992,31/01/2020,Vente,"340000,00",87.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,64.0,3.0
1615993,31/01/2020,Vente,"340000,00",87.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,60.0,3.0
1615996,22/01/2020,Vente,"84000,00",98.0,RUE,3850,GAMBETTA,51100.0,REIMS,51,454,CY,336,1,2.0,Appartement,39.0,2.0
1615998,30/01/2020,Vente,"161000,00",1.0,RUE,8870,DES TUILERIES,51100.0,REIMS,51,454,DM,559,2,2.0,Appartement,108.0,5.0
1616002,21/01/2020,Vente,"122000,00",9.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,HX,554,1,2.0,Appartement,53.0,2.0
1616010,27/01/2020,Vente,"136000,00",154.0,RTE,9200,DE WITRY,51100.0,REIMS,51,454,BT,748,1,1.0,Maison,81.0,4.0
1616011,27/01/2020,Vente,"120000,00",43.0,RUE,2570,CROUTELLE,51100.0,REIMS,51,454,AV,186,1,2.0,Appartement,48.0,2.0
1616014,16/01/2020,Vente,"142500,00",1.0,BD,9070,VICTOR HUGO,51100.0,REIMS,51,454,CZ,450,2,2.0,Appartement,65.0,4.0
1616016,27/01/2020,Vente,"133000,00",21.0,RUE,3280,EMILE ZOLA,51100.0,REIMS,51,454,AW,540,1,2.0,Appartement,60.0,3.0
1616026,17/01/2020,Vente,"75000,00",36.0,AV,6730,DE PARIS,51100.0,REIMS,51,454,IO,438,1,2.0,Appartement,26.0,1.0
1616027,21/01/2020,Vente,"80000,00",27.0,BD,6690,DE LA PAIX,51100.0,REIMS,51,454,CK,128,1,2.0,Appartement,33.0,1.0
1616028,22/01/2020,Vente,"113000,00",1.0,RUE,2670,DAVID,51100.0,REIMS,51,454,CW,263,2,2.0,Appartement,31.0,1.0
1616029,09/01/2020,Vente,"54600,00",12.0,ESP,6772,PAUL CEZANNE,51100.0,REIMS,51,454,KR,4,2,2.0,Appartement,44.0,2.0
1616030,09/01/2020,Vente,"54600,00",12.0,ESP,6772,PAUL CEZANNE,51100.0,REIMS,51,454,KR,4,2,2.0,Appartement,25.0,2.0
1616038,21/01/2020,Vente,"95000,00",30.0,RUE,5940,MARLOT,51100.0,REIMS,51,454,IK,507,2,2.0,Appartement,39.0,1.0
1616041,10/01/2020,Vente,"265000,00",9.0,RUE,5230,LABORI,51100.0,REIMS,51,454,CK,323,2,2.0,Appartement,65.0,3.0
